Nombre;URL
cen_frm_prod - Control de Cambios - SIPLA - URL's Reports - DNS F5;https://prodsipla.bolnet.com.co/reports/rwservlet?server=cluster_reports_sipla&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Control de Cambios - SIPLA - URL's Reports - Server1;https://for07sbcc04:7034/reports/rwservlet?server=repsiplaprod1&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Control de Cambios - SIPLA - URL's Reports - Server2;https://for08sbcc04:7034/reports/rwservlet?server=repsiplaprod2&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Control de Cambios - SIPLA - URL's Reports - Cluster;https://for07sbcc04:7737/reports/rwservlet?server=cluster_reports_sipla&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Control de Cambios - SIPLA - URL's Reports - Cluster_145;https://for08sbcc04:7737/reports/rwservlet?server=cluster_reports_sipla&report=test.rdf&destype=cache&desformat=pdf
cen_frm_prod - Control de Cambios - SIPLA - OHS - Server1;https://for07sbcc04:7737/
cen_frm_prod - Control de Cambios - SIPLA - OHS - Server2;https://for08sbcc04:7737/
sai_frm_prod - SAI - URL's Forms - DNS F5;https://saiprod.bolnet.com.co/forms/
sai_frm_prod - SAI - URL's Forms - Server1;https://saisvr01sbcc04:8001/forms/
sai_frm_prod - SAI - URL's Forms - Server2;https://ap112sbcc04:8001/forms
sai_frm_prod - SAI - URL's Forms - Cluster;https://saisvr01sbcc04/forms/
sai_frm_prod - SAI - URL's Forms - Cluster_117;https://ap112sbcc04/forms/
sai_frm_prod - SAI - URL's Reports - DNS F5;https://saiprod.bolnet.com.co/reports/rwservlet?server=cluster_reports&report=test.rdf&destype=cache&desformat=pdf
sai_frm_prod - SAI - URL's Reports - Server1;https://saisvr01sbcc04:8002/reports/rwservlet?server=reptools_psai1&report=test.rdf&destype=cache&desformat=pdf
sai_frm_prod - SAI - URL's Reports - Server2;https://ap112sbcc04:8002/reports/rwservlet?server=reptools_psai2&report=test.rdf&destype=cache&desformat=pdf
sai_frm_prod - SAI - URL's Reports - Cluster;https://saisvr01sbcc04/reports/rwservlet?server=cluster_reports&report=test.rdf&destype=cache&desformat=pdf
sai_frm_prod - SAI - URL's Reports - Cluster_117;https://ap112sbcc04/reports/rwservlet?server=cluster_reports&report=test.rdf&destype=cache&desformat=pdf
sai_frm_prod - SAI - OHS - Server1;https://saisvr01sbcc04/
sai_frm_prod - SAI - OHS - Server2;https://ap112sbcc04/
